year_film,year_ceremony,ceremony,category,name,film,win,Gross,Date,Runtime,Awards,nominations,imdb,tomato,Metacr,imdbVotes,Documentary,Thriller,Short,Comedy,Fantasy,Animation,Mystery,Music,Biography,Drama,Western,Sci-Fi,Musical,History,Action,Crime,Romance,Family,Adventure,Sport,Horror,War
1986,1987,59,ACTOR IN A LEADING ROLE,James Woods,Salvador,False,1500000.0,Apr,122,4.0,7.0,7.4,88.0,77.40287769784173,18245.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1987,1988,60,ACTOR IN A LEADING ROLE,Michael Douglas,Wall Street,True,43848069.0,Dec,126,9.0,5.0,7.4,79.0,56.0,137448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1987,1988,60,ACTOR IN A LEADING ROLE,William Hurt,Broadcast News,False,51249404.0,Dec,133,15.0,17.0,7.2,98.0,84.0,25457.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1987,1988,60,ACTOR IN A LEADING ROLE,Marcello Mastroianni,Dark Eyes,False,2201428.0,Nov,118,10.0,21.0,7.5,100.0,77.40287769784173,2719.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1987,1988,60,ACTOR IN A LEADING ROLE,Jack Nicholson,Ironweed,False,7393346.0,Feb,143,2.0,2.0,6.7,64.0,77.40287769784173,7908.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1987,1988,60,ACTOR IN A LEADING ROLE,Robin Williams,Good Morning Vietnam,False,123922370.0,Jan,121,7.0,3.0,7.3,90.0,67.0,119583.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1988,1989,61,ACTOR IN A LEADING ROLE,Gene Hackman,Mississippi Burning,False,34603943.0,Jan,128,16.0,24.0,7.8,83.0,65.0,81960.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1988,1989,61,ACTOR IN A LEADING ROLE,Tom Hanks,Big,False,3580882.0,Jun,104,11.0,12.0,7.3,97.0,73.0,185722.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1988,1989,61,ACTOR IN A LEADING ROLE,Dustin Hoffman,Rain Man,True,172825435.0,Dec,133,22.0,22.0,8.0,90.0,65.0,452495.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1988,1989,61,ACTOR IN A LEADING ROLE,Edward James Olmos,Stand and Deliver,False,13994920.0,Mar,103,11.0,6.0,7.3,73.0,77.0,15138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1988,1989,61,ACTOR IN A LEADING ROLE,Max von Sydow,Pelle the Conqueror,False,2063688.0,Dec,157,21.0,7.0,7.8,87.0,77.40287769784173,9374.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1989,1990,62,ACTOR IN A LEADING ROLE,Kenneth Branagh,Henry V,False,10161099.0,Nov,137,10.0,13.0,7.5,100.0,83.0,27141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1989,1990,62,ACTOR IN A LEADING ROLE,Tom Cruise,Born on the Fourth of July,False,70001698.0,Jan,145,13.0,25.0,7.2,87.0,75.0,92527.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1989,1990,62,ACTOR IN A LEADING ROLE,Daniel Day Lewis,My Left Foot,True,14743391.0,Mar,103,21.0,20.0,7.9,97.0,97.0,63354.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1989,1990,62,ACTOR IN A LEADING ROLE,Morgan Freeman,Driving Miss Daisy,False,106593296.0,Jan,99,17.0,24.0,7.4,81.0,81.0,92097.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1989,1990,62,ACTOR IN A LEADING ROLE,Robin Williams,Dead Poets Society,False,95860116.0,Jun,128,19.0,18.0,8.1,84.0,79.0,388510.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
